id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
11218361,Apartment in Amsterdam-North,58446174,(EMAIL HIDDEN),,Noord-Oost,52.39644425026537,4.937716754511974,Entire home/apt,49,6,0,,,1,0
5124214,Best of both; city & countryside!,9261270,Jossien,,Noord-Oost,52.39524040848003,4.934352809645206,Entire home/apt,120,2,5,2016-05-15,2.17,1,21
1158353,Cheap Room in nice house & 2 bikes,6347458,Cathy,,Noord-Oost,52.400578944568196,4.950807533211527,Entire home/apt,45,2,34,2016-05-16,0.98,1,26
10758488,Lovely family home - free parking,41295527,Aleid,,Noord-Oost,52.408602860072534,4.9337461505880364,Entire home/apt,100,1,1,2016-03-02,0.32,1,169
11446455,Spacious waterfront house w garden,57306330,Cecile,,Noord-Oost,52.38378947539988,4.965061834424677,Entire home/apt,225,5,0,,,1,10
6858428,Romantic Houseboat,6199288,Yvonne,,Noord-Oost,52.38174634447294,4.967196918557768,Entire home/apt,80,2,28,2016-05-04,2.59,1,242
3155284,Your cottage in the countryside ,3040748,Henk,,Noord-Oost,52.40921272516219,4.964782359423401,Entire home/apt,78,1,30,2016-05-14,1.34,10,294
12251311,Nature & the city @ your fingertips,283269,Manon,,Noord-Oost,52.40697347400426,4.932381891936562,Entire home/apt,95,2,3,2016-05-30,3,1,268
13148907,Light room in Amsterdam North /20bus min from CS,73344925,Angie,,Noord-Oost,52.39585561189886,4.950574344379998,Private room,62,3,0,,,1,75
3710782,Eco Barge - authentic&adventurous,18933257,Lot,,Noord-Oost,52.38321681317853,4.964143576125548,Entire home/apt,90,3,7,2016-04-24,0.33,1,245
7839527,Family house (170m2) with garden,19794594,Lauran & Sanne,,Noord-Oost,52.389901875402344,4.957005683747336,Entire home/apt,149,1,2,2015-12-16,0.24,1,0
761411,Amsterdam Apartment - Clean Quiet Safe,4013546,Xiong,,Noord-Oost,52.399415060290295,4.95310647349768,Private room,46,2,103,2016-05-29,2.37,2,123
